SYMBOL, SERIES, DATE1, PREV_CLOSE, OPEN_PRICE, HIGH_PRICE, LOW_PRICE, LAST_PRICE, CLOSE_PRICE, AVG_PRICE, TTL_TRD_QNTY, TURNOVER_LACS, NO_OF_TRADES, DELIV_QTY, DELIV_PER
FMGOETZE, EQ, 21-Oct-2025, 482.80, 488.40, 493.20, 477.00, 482.00, 482.85, 485.25, 23359, 113.35, 1246, 11883, 50.87
FMNL, EQ, 21-Oct-2025, 10.43, 10.93, 10.95, 10.44, 10.95, 10.95, 10.94, 14278, 1.56, 63, 10391, 72.78
FOCUS, EQ, 21-Oct-2025, 88.91, 86.30, 91.70, 86.30, 89.00, 89.56, 89.63, 11507, 10.31, 184, 9988, 86.80
FOODSIN, EQ, 21-Oct-2025, 80.35, 80.50, 82.90, 80.50, 81.84, 80.71, 80.81, 25158, 20.33, 233, 23300, 92.61
FORCAS, SM, 21-Oct-2025, 106.50, 106.60, 107.95, 106.60, 107.95, 107.50, 107.50, 4800, 5.16, 3, 4800, 100.00
FORCEMOT, EQ, 21-Oct-2025, 17533.00, 17700.00, 17832.00, 17401.00, 17550.00, 17568.00, 17641.80, 16367, 2887.43, 4786, 5031, 30.74
FORTIS, EQ, 21-Oct-2025, 1093.00, 1095.05, 1101.40, 1094.00, 1098.00, 1097.90, 1098.15, 87444, 960.27, 5268, 43453, 49.70
FOSECOIND, EQ, 21-Oct-2025, 5676.50, 5703.50, 5724.50, 5625.50, 5633.00, 5660.50, 5677.80, 455, 25.83, 217, 241, 52.97
FRESHARA, SM, 21-Oct-2025, 166.20, 164.55, 171.95, 164.55, 167.10, 169.90, 168.74, 9600, 16.20, 8, 7200, 75.00
FROG, SM, 21-Oct-2025, 220.90, 223.00, 226.00, 219.50, 219.50, 220.50, 223.07, 12400, 27.66, 26, 7600, 61.29
FSC, BZ, 21-Oct-2025, 2.28, 2.39, 2.39, 2.39, 2.39, 2.39, 2.39, 107186, 2.56, 17, -, -
FSL, EQ, 21-Oct-2025, 318.45, 319.95, 323.95, 319.00, 321.00, 321.80, 322.03, 92866, 299.06, 3813, 40438, 43.56
FUSION, EQ, 21-Oct-2025, 180.78, 180.51, 184.74, 180.00, 183.95, 183.23, 183.37, 53725, 98.52, 1104, 31796, 59.23
FUSIONPP, E1, 21-Oct-2025, 102.16, 102.20, 106.95, 102.20, 106.85, 106.00, 105.31, 2677, 2.82, 36, 2675, 99.93
GABRIEL, EQ, 21-Oct-2025, 1294.50, 1275.00, 1299.80, 1250.00, 1273.90, 1281.60, 1285.70, 39894, 512.92, 4905, 19009, 47.67
GAEL, EQ, 21-Oct-2025, 103.64, 103.95, 108.80, 103.64, 106.42, 107.34, 106.61, 288328, 307.37, 5707, 137078, 47.54
GAIL, EQ, 21-Oct-2025, 178.42, 178.82, 179.00, 177.95, 178.30, 178.39, 178.53, 550754, 983.26, 9937, 326428, 59.29
GAJANAND, SM, 21-Oct-2025, 11.50, 11.50, 11.50, 11.50, 11.50, 11.50, 11.50, 3000, 0.35, 1, 3000, 100.00
GALAPREC, EQ, 21-Oct-2025, 739.50, 740.00, 750.00, 740.00, 747.00, 746.85, 746.69, 2883, 21.53, 278, 2083, 72.25
GALAXYSURF, EQ, 21-Oct-2025, 2214.30, 2214.30, 2249.90, 2214.30, 2239.50, 2235.60, 2230.70, 2037, 45.44, 623, 1004, 49.29
GALLANTT, EQ, 21-Oct-2025, 602.20, 609.70, 610.20, 593.85, 595.30, 595.60, 598.27, 99425, 594.83, 3355, 65358, 65.74
GANDHAR, EQ, 21-Oct-2025, 136.87, 137.79, 139.95, 137.50, 139.90, 138.09, 138.13, 39246, 54.21, 1104, 29233, 74.49
GANDHITUBE, EQ, 21-Oct-2025, 894.00, 888.15, 940.00, 888.15, 924.70, 917.95, 918.39, 15140, 139.04, 1474, 6697, 44.23
GANECOS, EQ, 21-Oct-2025, 1223.50, 1236.00, 1245.00, 1228.70, 1239.50, 1238.40, 1238.59, 7925, 98.16, 1726, 5082, 64.13
GANESHBE, EQ, 21-Oct-2025, 87.86, 89.00, 89.10, 88.10, 88.51, 88.81, 88.78, 11003, 9.77, 243, 9165, 83.34
GANESHCP, EQ, 21-Oct-2025, 284.55, 289.85, 292.00, 280.00, 280.70, 281.30, 283.96, 273717, 777.23, 5315, 194877, 71.20
GANESHHOU, EQ, 21-Oct-2025, 859.10, 861.95, 874.95, 839.15, 864.00, 864.50, 862.21, 19447, 167.67, 1602, 13594, 69.90
GANESHIN, SM, 21-Oct-2025, 238.20, 245.00, 245.00, 237.00, 240.50, 239.80, 240.03, 42400, 101.77, 48, 33600, 79.25
GANGABATH, SM, 21-Oct-2025, 25.55, 25.50, 25.50, 25.10, 25.10, 25.10, 25.37, 9000, 2.28, 3, 9000, 100.00
GANGAFORGE, EQ, 21-Oct-2025, 3.66, 3.73, 3.79, 3.70, 3.74, 3.77, 3.77, 61525, 2.32, 222, 48681, 79.12
GANGESSECU, EQ, 21-Oct-2025, 156.98, 158.00, 159.69, 154.25, 157.00, 157.94, 157.08, 3380, 5.31, 76, 2320, 70.11
GARFIBRES, EQ, 21-Oct-2025, 765.25, 763.00, 793.00, 763.00, 784.00, 783.50, 781.69, 12329, 96.38, 1427, 6466, 52.45
GARUDA, EQ, 21-Oct-2025, 196.52, 198.10, 202.40, 198.00, 200.30, 200.97, 200.99, 576246, 1158.21, 6274, 273488, 47.46
GATECH, EQ, 21-Oct-2025, 0.67, 0.67, 0.69, 0.67, 0.69, 0.68, 0.68, 3020772, 20.66, 1741, 2235142, 73.99
GATECHDVR, EQ, 21-Oct-2025, 0.54, 0.54, 0.56, 0.52, 0.55, 0.54, 0.54, 267955, 1.45, 238, 197110, 75.06
GATEWAY, EQ, 21-Oct-2025, 62.34, 62.43, 63.89, 62.34, 63.40, 63.50, 63.41, 364995, 231.43, 4078, 213120, 58.41
GAYAHWS, BE, 21-Oct-2025, 3.60, 3.66, 3.66, 3.42, 3.42, 3.42, 3.47, 293779, 10.18, 819, -, -
GCHOTELS, ST, 21-Oct-2025, 202.90, 211.85, 211.85, 210.00, 210.00, 210.00, 210.93, 2400, 5.06, 2, 2400, 100.00
GCSL, EQ, 21-Oct-2025, 227.10, 227.10, 227.10, 217.10, 225.00, 223.10, 223.02, 22981, 51.25, 78, 21012, 91.43
GEECEE, EQ, 21-Oct-2025, 336.90, 336.90, 341.70, 333.40, 340.45, 339.25, 339.40, 968, 3.29, 65, 668, 69.01
GEEKAYWIRE, EQ, 21-Oct-2025, 69.11, 69.99, 69.99, 68.51, 69.01, 69.44, 69.47, 18950, 13.16, 300, 15113, 79.75
GEMAROMA, EQ, 21-Oct-2025, 230.49, 228.60, 232.79, 227.00, 229.00, 229.51, 229.68, 104219, 239.37, 1809, 75243, 72.20
GENCON, EQ, 21-Oct-2025, 40.47, 41.17, 44.87, 41.17, 44.60, 43.91, 43.32, 62984, 27.29, 410, 47119, 74.81
GENESYS, EQ, 21-Oct-2025, 549.00, 567.00, 582.90, 554.60, 560.00, 559.00, 563.57, 229040, 1290.79, 6213, 106961, 46.75
GENUSPAPER, EQ, 21-Oct-2025, 16.15, 16.11, 16.36, 16.00, 16.00, 16.16, 16.17, 60122, 9.72, 250, 40732, 67.87
GENUSPOWER, EQ, 21-Oct-2025, 300.15, 306.00, 311.00, 298.30, 303.00, 303.05, 305.54, 248176, 758.29, 7437, 107503, 43.33
GEOJITFSL, EQ, 21-Oct-2025, 78.57, 76.50, 79.90, 73.11, 77.90, 77.36, 76.06, 2025380, 1540.46, 15661, 403028, 19.90
GESHIP, EQ, 21-Oct-2025, 1033.45, 1039.90, 1042.35, 1031.10, 1036.45, 1036.00, 1037.67, 28136, 291.96, 4073, 14433, 51.31
GFLLIMITED, EQ, 21-Oct-2025, 70.61, 72.17, 81.00, 72.17, 75.88, 77.13, 76.90, 1080049, 830.61, 6876, 360308, 33.36
GGBL, SM, 21-Oct-2025, 377.50, 378.00, 382.65, 377.05, 379.50, 380.45, 379.73, 5100, 19.37, 17, 3300, 64.71
GHCL, EQ, 21-Oct-2025, 649.00, 658.00, 665.00, 651.15, 655.00, 656.55, 659.52, 76283, 503.10, 3663, 37154, 48.71
GHCLTEXTIL, EQ, 21-Oct-2025, 76.81, 77.19, 78.90, 77.19, 78.00, 78.25, 78.25, 14993, 11.73, 387, 10661, 71.11
GICHSGFIN, EQ, 21-Oct-2025, 172.09, 172.09, 173.90, 169.02, 172.49, 172.21, 172.25, 19568, 33.71, 654, 11468, 58.66
GICL, SM, 21-Oct-2025, 45.45, 45.45, 46.50, 44.50, 45.00, 45.90, 45.89, 126000, 57.82, 20, 96000, 76.19
GICRE, EQ, 21-Oct-2025, 388.10, 386.10, 388.75, 385.25, 385.25, 386.50, 386.93, 89748, 347.26, 2664, 51315, 57.20
GILLANDERS, EQ, 21-Oct-2025, 123.64, 123.64, 125.95, 122.15, 125.00, 124.22, 124.34, 1746, 2.17, 51, 1115, 63.86
GILLETTE, EQ, 21-Oct-2025, 9336.50, 9341.00, 9440.00, 9341.00, 9380.00, 9410.50, 9405.73, 3854, 362.50, 1084, 1264, 32.80
GILT5YBEES, EQ, 21-Oct-2025, 63.27, 64.25, 64.25, 61.68, 63.43, 63.42, 63.43, 101765, 64.55, 662, 93904, 92.28
GINNIFILA, BE, 21-Oct-2025, 46.01, 46.47, 46.47, 45.00, 45.05, 45.27, 45.55, 33183, 15.11, 84, -, -
GIPCL, EQ, 21-Oct-2025, 184.63, 186.70, 187.84, 184.55, 184.99, 186.00, 186.44, 133493, 248.88, 2609, 76848, 57.57
GKENERGY, EQ, 21-Oct-2025, 228.41, 231.98, 238.24, 228.60, 233.50, 233.04, 234.63, 1105666, 2594.21, 11117, 427071, 38.68
GKWLIMITED, EQ, 21-Oct-2025, 1747.50, 1755.10, 1782.90, 1750.00, 1769.50, 1757.40, 1762.25, 62, 1.09, 14, 54, 87.10
GLAND, EQ, 21-Oct-2025, 1924.80, 1937.80, 1937.80, 1918.00, 1929.00, 1922.50, 1923.49, 7496, 144.19, 888, 4420, 58.96
GLAXO, EQ, 21-Oct-2025, 2745.70, 2754.00, 2766.60, 2751.00, 2759.70, 2758.80, 2759.00, 6317, 174.29, 1137, 3782, 59.87
GLENMARK, EQ, 21-Oct-2025, 1852.80, 1852.80, 1871.00, 1844.90, 1863.30, 1855.40, 1850.51, 49883, 923.09, 2309, 28938, 58.01
GLFL, EQ, 21-Oct-2025, 6.75, 6.75, 7.08, 6.75, 7.00, 7.00, 6.93, 18448, 1.28, 44, 17559, 95.18
GLOBAL, EQ, 21-Oct-2025, 62.23, 61.50, 64.50, 61.00, 62.00, 62.94, 62.89, 74941, 47.13, 463, 14781, 19.72
GLOBALE, EQ, 21-Oct-2025, 13.16, 13.16, 13.96, 13.16, 13.53, 13.61, 13.61, 3180, 0.43, 36, 3147, 98.96
GLOBALPET, SM, 21-Oct-2025, 136.60, 142.00, 142.00, 141.50, 141.50, 141.50, 141.75, 3000, 4.25, 2, 3000, 100.00
GLOBALVECT, EQ, 21-Oct-2025, 232.23, 236.58, 236.58, 231.00, 232.99, 233.27, 234.57, 13238, 31.05, 488, 8949, 67.60
GLOBE, EQ, 21-Oct-2025, 2.33, 2.33, 2.38, 2.31, 2.36, 2.34, 2.35, 438680, 10.29, 305, 405617, 92.46
GLOBECIVIL, EQ, 21-Oct-2025, 74.24, 74.00, 74.90, 73.84, 74.41, 74.19, 74.29, 15431, 11.46, 378, 11371, 73.69
GLOBUSSPR, EQ, 21-Oct-2025, 1114.80, 1114.80, 1125.00, 1088.00, 1104.00, 1106.50, 1109.63, 17024, 188.90, 1998, 8132, 47.77
GLOSTERLTD, EQ, 21-Oct-2025, 630.60, 660.00, 660.00, 629.15, 643.50, 637.05, 637.74, 216, 1.38, 46, 187, 86.57
GLOTTIS, EQ, 21-Oct-2025, 73.67, 74.30, 74.89, 74.00, 74.70, 74.60, 74.49, 193869, 144.41, 2125, 77297, 39.97
GMBREW, EQ, 21-Oct-2025, 1163.80, 1198.60, 1207.00, 1172.50, 1178.00, 1189.50, 1191.27, 711387, 8474.52, 24233, 135764, 19.08
GMDCLTD, EQ, 21-Oct-2025, 578.20, 583.70, 588.80, 581.60, 584.00, 584.65, 584.89, 628043, 3673.35, 11671, 247627, 39.43
GML, SM, 21-Oct-2025, 19.70, 19.70, 20.65, 18.75, 20.45, 20.15, 19.57, 68000, 13.31, 29, 46000, 67.65
GMMPFAUDLR, EQ, 21-Oct-2025, 1155.90, 1164.00, 1173.00, 1150.70, 1168.00, 1167.80, 1164.16, 52100, 606.53, 4787, 30571, 58.69
GMRAIRPORT, EQ, 21-Oct-2025, 91.96, 92.50, 92.58, 91.60, 92.02, 92.01, 92.06, 1659032, 1527.26, 7267, 1035972, 62.44
GMRP&UI, EQ, 21-Oct-2025, 117.54, 119.00, 120.50, 118.73, 119.80, 119.83, 119.76, 1205476, 1443.70, 6533, 896296, 74.36
GNA, EQ, 21-Oct-2025, 307.00, 307.00, 310.85, 305.05, 310.50, 310.10, 309.17, 12891, 39.86, 293, 9514, 73.80
GNFC, EQ, 21-Oct-2025, 497.65, 495.30, 501.50, 495.30, 498.00, 499.00, 498.98, 25958, 129.53, 1567, 16779, 64.79
GOACARBON, EQ, 21-Oct-2025, 438.35, 440.50, 447.00, 431.00, 443.80, 444.55, 443.79, 5498, 24.40, 264, 3697, 67.24
GOCLCORP, EQ, 21-Oct-2025, 348.80, 348.80, 356.45, 348.80, 354.95, 354.55, 354.36, 11790, 41.78, 457, 7805, 66.20
GOCOLORS, EQ, 21-Oct-2025, 677.40, 684.20, 688.35, 671.00, 678.95, 681.55, 681.86, 9926, 67.68, 734, 5375, 54.15
GODAVARIB, EQ, 21-Oct-2025, 260.35, 264.05, 274.00, 264.05, 268.95, 270.35, 269.84, 45621, 123.11, 1427, 27555, 60.40
GODFRYPHLP, EQ, 21-Oct-2025, 3403.90, 3419.50, 3436.70, 3365.00, 3398.00, 3399.20, 3410.88, 46680, 1592.20, 5912, 21555, 46.23
GODIGIT, EQ, 21-Oct-2025, 353.85, 354.95, 355.75, 351.25, 355.00, 353.90, 353.85, 24110, 85.31, 1127, 10661, 44.22
GODREJAGRO, EQ, 21-Oct-2025, 662.15, 670.00, 674.95, 661.00, 671.35, 672.05, 670.14, 57681, 386.54, 3287, 33583, 58.22
GODREJCP, EQ, 21-Oct-2025, 1136.50, 1142.10, 1146.40, 1127.00, 1130.00, 1133.80, 1137.14, 88180, 1002.73, 3853, 44042, 49.95
GODREJIND, EQ, 21-Oct-2025, 1100.60, 1085.00, 1116.00, 1085.00, 1104.10, 1106.50, 1100.32, 26402, 290.51, 2469, 11958, 45.29
GODREJPROP, EQ, 21-Oct-2025, 2291.80, 2309.80, 2325.00, 2279.80, 2289.00, 2293.50, 2302.70, 191493, 4409.52, 9994, 86192, 45.01
GOENKA, BZ, 21-Oct-2025, 1.26, 1.32, 1.32, 1.32, 1.32, 1.32, 1.32, 43229, 0.57, 56, -, -
GOKEX, EQ, 21-Oct-2025, 800.45, 803.00, 806.70, 790.20, 792.40, 796.05, 799.75, 52132, 416.93, 2767, 24263, 46.54
GOKUL, EQ, 21-Oct-2025, 40.58, 41.00, 41.39, 40.00, 40.49, 40.44, 40.48, 5363, 2.17, 234, 4242, 79.10
GOKULAGRO, EQ, 21-Oct-2025, 167.00, 169.70, 171.50, 167.00, 168.90, 168.90, 169.55, 107721, 182.65, 3584, 52893, 49.10
GOLD1, EQ, 21-Oct-2025, 106.16, 109.34, 109.34, 106.00, 106.45, 106.68, 106.70, 599634, 639.83, 5885, 436176, 72.81
GOLD360, EQ, 21-Oct-2025, 124.80, 127.90, 127.90, 122.00, 122.90, 123.65, 124.05, 15607, 19.36, 357, 12509, 80.20
GOLDBEES, EQ, 21-Oct-2025, 105.14, 108.21, 108.21, 104.09, 105.35, 105.69, 105.63, 21802659, 23030.04, 135645, 12515003, 57.43
GOLDCASE, EQ, 21-Oct-2025, 20.00, 20.60, 20.69, 19.80, 20.04, 20.08, 20.10, 5384445, 1082.21, 13130, 3469679, 64.48
GOLDENTOBC, BZ, 21-Oct-2025, 34.74, 34.74, 34.88, 34.00, 34.75, 34.84, 34.69, 419, 0.15, 18, -, -
GOLDETF, EQ, 21-Oct-2025, 123.71, 126.40, 126.89, 123.82, 124.15, 124.42, 124.87, 618703, 772.58, 6451, 438678, 70.90
GOLDETFADD, EQ, 21-Oct-2025, 123.58, 123.58, 131.04, 118.00, 122.80, 122.54, 123.61, 159789, 197.51, 798, 79178, 49.55
GOLDIAM, EQ, 21-Oct-2025, 357.50, 352.35, 361.60, 352.35, 358.75, 359.20, 358.28, 57303, 205.31, 1449, 33617, 58.67
GOLDIETF, EQ, 21-Oct-2025, 108.23, 110.93, 114.00, 108.23, 109.04, 109.17, 109.44, 4101716, 4488.72, 22166, 2114407, 51.56
GOLDSHARE, EQ, 21-Oct-2025, 107.20, 109.85, 110.90, 106.95, 107.25, 107.35, 107.79, 428194, 461.56, 4603, 311122, 72.67
GOLDSTAR, SM, 21-Oct-2025, 8.05, 8.35, 8.35, 8.35, 8.35, 8.35, 8.35, 33750, 2.82, 3, 33750, 100.00
GOLDTECH, EQ, 21-Oct-2025, 57.18, 57.18, 57.48, 53.90, 56.00, 56.13, 55.41, 34606, 19.18, 301, 22164, 64.05
GOODLUCK, EQ, 21-Oct-2025, 1225.90, 1227.80, 1279.90, 1221.40, 1268.00, 1266.80, 1257.90, 69326, 872.05, 5552, 35372, 51.02
GOPAL, EQ, 21-Oct-2025, 352.00, 352.00, 358.00, 352.00, 357.00, 357.25, 356.52, 36014, 128.40, 935, 26823, 74.48
GOYALALUM, EQ, 21-Oct-2025, 7.07, 7.01, 7.38, 7.00, 7.35, 7.33, 7.26, 63493, 4.61, 361, 59579, 93.84
GPECO, SM, 21-Oct-2025, 484.55, 490.00, 495.00, 489.00, 494.85, 491.25, 491.54, 8400, 41.29, 14, 6600, 78.57
GPIL, EQ, 21-Oct-2025, 252.34, 256.50, 257.00, 255.01, 255.20, 255.99, 256.00, 743493, 1903.33, 7585, 468186, 62.99
GPPL, EQ, 21-Oct-2025, 159.92, 160.40, 162.33, 160.40, 160.90, 161.24, 161.36, 274200, 442.46, 5243, 144788, 52.82
GPTHEALTH, EQ, 21-Oct-2025, 148.98, 148.96, 152.20, 148.95, 150.80, 150.77, 150.93, 42879, 64.72, 854, 31059, 72.43
GPTINFRA, EQ, 21-Oct-2025, 104.65, 103.60, 107.47, 103.60, 107.00, 106.87, 106.29, 34725, 36.91, 808, 18668, 53.76
GRANULES, EQ, 21-Oct-2025, 565.80, 566.90, 572.90, 566.90, 569.95, 570.05, 570.39, 123439, 704.08, 4056, 64561, 52.30
GRAPHISAD, SM, 21-Oct-2025, 34.00, 35.50, 35.50, 34.00, 34.00, 34.00, 34.75, 2400, 0.83, 2, 2400, 100.00
GRAPHITE, EQ, 21-Oct-2025, 548.30, 550.00, 558.05, 550.00, 557.00, 556.50, 554.84, 172627, 957.81, 5085, 87762, 50.84
GRASIM, EQ, 21-Oct-2025, 2854.00, 2875.90, 2875.90, 2861.50, 2873.00, 2870.70, 2870.33, 48792, 1400.49, 4063, 27158, 55.66
GRAVITA, EQ, 21-Oct-2025, 1559.60, 1564.00, 1610.00, 1563.90, 1595.00, 1601.70, 1597.21, 73269, 1170.26, 7751, 35065, 47.86
GRCL, SM, 21-Oct-2025, 410.00, 414.40, 424.00, 414.40, 424.00, 419.20, 419.20, 500, 2.10, 2, 250, 50.00
GREAVESCOT, EQ, 21-Oct-2025, 205.91, 207.00, 207.90, 206.66, 207.00, 207.10, 207.17, 162648, 336.97, 3502, 96610, 59.43
GREENCHEF, SM, 21-Oct-2025, 60.05, 61.05, 61.05, 61.05, 61.05, 61.05, 61.05, 1600, 0.98, 2, 1600, 100.00
GREENLAM, EQ, 21-Oct-2025, 262.10, 269.80, 272.00, 260.35, 265.40, 266.76, 268.95, 167366, 450.13, 5876, 82304, 49.18
GREENLEAF, ST, 21-Oct-2025, 134.45, 138.45, 138.45, 133.00, 136.50, 134.90, 134.84, 17000, 22.92, 16, 16000, 94.12
GREENPANEL, EQ, 21-Oct-2025, 306.95, 302.30, 310.60, 300.50, 308.50, 304.05, 305.66, 43551, 133.12, 2638, 16052, 36.86
GREENPLY, EQ, 21-Oct-2025, 306.50, 309.80, 315.00, 303.00, 308.90, 307.25, 310.46, 48288, 149.92, 1784, 23003, 47.64
GREENPOWER, EQ, 21-Oct-2025, 13.07, 13.20, 13.25, 13.10, 13.18, 13.16, 13.18, 910087, 119.95, 4067, 673100, 73.96
GRINDWELL, EQ, 21-Oct-2025, 1634.00, 1638.30, 1668.00, 1632.00, 1656.00, 1661.40, 1658.31, 5882, 97.54, 827, 4110, 69.87
GRINFRA, EQ, 21-Oct-2025, 1173.20, 1168.10, 1190.50, 1167.10, 1173.10, 1174.70, 1174.73, 2733, 32.11, 575, 1528, 55.91
GRMOVER, EQ, 21-Oct-2025, 413.45, 413.80, 420.55, 412.50, 419.90, 416.10, 416.77, 339127, 1413.38, 4168, 114958, 33.90
GROWWDEFNC, EQ, 21-Oct-2025, 81.58, 82.40, 82.41, 80.81, 81.44, 81.37, 81.70, 119039, 97.25, 1482, 61693, 51.83
GROWWEV, EQ, 21-Oct-2025, 31.19, 31.19, 31.48, 31.05, 31.15, 31.19, 31.24, 106010, 33.11, 1659, 73368, 69.21
GROWWGOLD, EQ, 21-Oct-2025, 124.38, 127.48, 129.00, 123.00, 125.58, 125.65, 126.32, 1503907, 1899.70, 15290, 453177, 30.13
GROWWLIQID, EQ, 21-Oct-2025, 106.27, 106.75, 106.75, 106.27, 106.27, 106.27, 106.27, 22169, 23.56, 107, 15460, 69.74
GROWWLOVOL, EQ, 21-Oct-2025, 10.69, 10.80, 10.80, 10.68, 10.70, 10.70, 10.71, 16803, 1.80, 127, 16221, 96.54
GROWWMOM50, EQ, 21-Oct-2025, 10.86, 10.91, 10.95, 10.84, 10.92, 10.90, 10.90, 100492, 10.95, 679, 92599, 92.15
GROWWN200, EQ, 21-Oct-2025, 11.65, 11.94, 11.94, 11.60, 11.67, 11.67, 11.68, 39505, 4.62, 332, 31022, 78.53
GROWWNET, EQ, 21-Oct-2025, 10.87, 10.90, 10.96, 10.80, 10.90, 10.89, 10.92, 121539, 13.27, 383, 104059, 85.62
GROWWNIFTY, EQ, 21-Oct-2025, 10.31, 10.41, 10.41, 10.35, 10.41, 10.40, 10.40, 78172, 8.13, 739, 73437, 93.94
GROWWNXT50, EQ, 21-Oct-2025, 69.20, 69.87, 69.95, 69.20, 69.68, 69.49, 69.81, 10908, 7.61, 107, 9794, 89.79
GROWWPOWER, EQ, 21-Oct-2025, 10.26, 10.38, 10.38, 10.25, 10.34, 10.31, 10.33, 180115, 18.60, 522, 165605, 91.94
GROWWRAIL, EQ, 21-Oct-2025, 35.19, 35.36, 35.55, 35.00, 35.29, 35.29, 35.37, 373953, 132.27, 1356, 353494, 94.53
GROWWRLTY, EQ, 21-Oct-2025, 10.51, 10.72, 10.72, 10.51, 10.55, 10.54, 10.56, 35979, 3.80, 273, 35832, 99.59
GROWWSLVR, EQ, 21-Oct-2025, 151.17, 148.11, 155.45, 146.00, 150.68, 149.25, 148.78, 451054, 671.10, 6338, 167434, 37.12
GRPLTD, EQ, 21-Oct-2025, 2201.00, 2239.90, 2250.00, 2180.60, 2209.90, 2208.40, 2219.91, 206, 4.57, 82, 120, 58.25
GRSE, EQ, 21-Oct-2025, 2637.00, 2644.00, 2654.90, 2636.30, 2642.70, 2642.30, 2644.94, 153503, 4060.06, 9761, 67430, 43.93
GRWRHITECH, EQ, 21-Oct-2025, 3135.30, 3154.90, 3205.50, 3140.50, 3170.00, 3162.50, 3163.92, 9209, 291.37, 1363, 4511, 48.98
GSEC10IETF, EQ, 21-Oct-2025, 258.48, 258.49, 258.50, 255.95, 255.95, 255.99, 255.99, 167, 0.43, 6, 166, 99.40
GSEC10YEAR, EQ, 21-Oct-2025, 29.44, 29.71, 29.71, 29.16, 29.18, 29.34, 29.35, 3320, 0.97, 22, 3231, 97.32
GSEC5IETF, EQ, 21-Oct-2025, 63.49, 63.80, 64.18, 63.49, 64.14, 64.00, 64.06, 1199, 0.77, 40, 900, 75.06
GSFC, EQ, 21-Oct-2025, 191.26, 191.50, 192.70, 191.26, 192.20, 192.17, 192.17, 103859, 199.58, 2472, 75847, 73.03
GSLSU, EQ, 21-Oct-2025, 108.92, 116.01, 117.00, 108.92, 111.00, 112.19, 113.48, 646267, 733.41, 6302, 162057, 25.10
GSMFOILS, SM, 21-Oct-2025, 207.80, 205.50, 213.40, 204.00, 210.05, 212.30, 208.68, 42000, 87.65, 36, 31000, 73.81
GSPL, EQ, 21-Oct-2025, 311.15, 309.05, 312.50, 309.05, 312.20, 311.85, 311.24, 30641, 95.37, 953, 15136, 49.52
GSS, EQ, 21-Oct-2025, 25.48, 25.10, 25.94, 25.10, 25.79, 25.58, 25.62, 9075, 2.32, 94, 6526, 71.91
GSTL, SM, 21-Oct-2025, 7.45, 7.15, 7.35, 7.10, 7.25, 7.15, 7.16, 30000, 2.15, 26, 27000, 90.00
GTECJAINX, EQ, 21-Oct-2025, 24.01, 24.11, 24.11, 21.82, 22.14, 23.22, 23.91, 527, 0.13, 14, 471, 89.37
GTL, EQ, 21-Oct-2025, 9.19, 9.16, 9.28, 9.16, 9.23, 9.20, 9.21, 99501, 9.17, 331, 50544, 50.80
GTLINFRA, EQ, 21-Oct-2025, 1.46, 1.47, 1.48, 1.46, 1.48, 1.47, 1.47, 7742124, 113.74, 9025, 3806924, 49.17
GTPL, EQ, 21-Oct-2025, 104.74, 104.31, 107.00, 104.31, 107.00, 106.42, 106.11, 3436, 3.65, 122, 2642, 76.89
GUFICBIO, EQ, 21-Oct-2025, 350.60, 352.50, 352.50, 348.50, 349.45, 349.65, 349.78, 14481, 50.65, 524, 10731, 74.10
GUJALKALI, EQ, 21-Oct-2025, 551.15, 540.25, 555.10, 540.25, 554.00, 552.60, 551.89, 11547, 63.73, 928, 6396, 55.46
GUJAPOLLO, BE, 21-Oct-2025, 432.60, 449.80, 454.20, 429.05, 454.20, 449.10, 445.93, 5610, 25.02, 132, -, -
GUJGASLTD, EQ, 21-Oct-2025, 412.80, 417.20, 419.00, 415.05, 418.35, 417.35, 417.16, 23907, 99.73, 1429, 14480, 60.57
GUJRAFFIA, EQ, 21-Oct-2025, 71.08, 77.88, 78.18, 76.85, 78.18, 78.18, 77.99, 25580, 19.95, 219, 17734, 69.33
GUJTHEM, EQ, 21-Oct-2025, 452.60, 459.00, 465.00, 453.65, 457.00, 458.25, 458.84, 78500, 360.19, 2914, 50222, 63.98
GULFOILLUB, EQ, 21-Oct-2025, 1205.90, 1218.00, 1235.00, 1203.20, 1207.00, 1213.70, 1215.33, 9587, 116.51, 1361, 5655, 58.99
GULFPETRO, EQ, 21-Oct-2025, 39.65, 40.15, 40.65, 39.55, 39.86, 40.07, 40.21, 15857, 6.38, 214, 11413, 71.97
GULPOLY, EQ, 21-Oct-2025, 139.10, 140.30, 145.18, 139.10, 140.58, 141.69, 141.13, 22016, 31.07, 455, 12539, 56.95
GURUNANAK, SM, 21-Oct-2025, 33.95, 33.50, 33.50, 32.15, 32.25, 32.60, 32.80, 22400, 7.35, 14, 20800, 92.86
GVKPIL, BE, 21-Oct-2025, 3.27, 3.29, 3.33, 3.28, 3.33, 3.33, 3.32, 178197, 5.92, 566, -, -
GVPIL, EQ, 21-Oct-2025, 314.95, 316.90, 318.15, 312.05, 315.45, 314.10, 314.56, 28863, 90.79, 1186, 15507, 53.73
GVPTECH, EQ, 21-Oct-2025, 9.63, 9.81, 10.11, 9.52, 9.99, 9.88, 9.88, 5690, 0.56, 85, 5224, 91.81
